experience_level,job_title,remote_ratio,salary_in_usd,company_size
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Scientist,0,140700,M
SE,Data Scientist,0,93800,M
SE,Data Scientist,100,350000,M
SE,Data Scientist,100,135000,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
EN,BI Analyst,100,12000,L
MI,Machine Learning Engineer,100,104697,L
EN,Machine Learning Developer,100,33000,S
EN,Machine Learning Scientist,100,34672,S
SE,Machine Learning Engineer,0,201000,M
SE,Machine Learning Engineer,0,119000,M
SE,Data Engineer,100,175000,M
SE,Data Engineer,100,150000,M
SE,Data Analyst,0,154560,M
SE,Data Analyst,0,123648,M
SE,Data Analyst,0,130000,M
SE,Data Analyst,0,100000,M
MI,Data Engineer,0,170000,M
MI,Data Engineer,0,145000,M
SE,Data Engineer,100,135000,M
SE,Data Engineer,100,100000,M
SE,Data Scientist,0,247500,M
SE,Data Scientist,0,172200,M
SE,Data Scientist,100,177500,M
SE,Data Scientist,100,134000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Architect,100,192564,M
SE,Data Architect,100,144854,M
SE,Data Analyst,0,130000,M
SE,Data Analyst,0,105000,M
SE,Data Engineer,100,179305,M
SE,Data Engineer,100,142127,M
SE,Data Engineer,100,315000,M
SE,Data Engineer,100,225000,M
SE,Data Scientist,100,243900,M
SE,Data Scientist,100,156600,M
MI,Data Analyst,0,206000,M
MI,Data Analyst,0,160000,M
MI,Data Analyst,0,109000,M
MI,Data Analyst,0,79000,M
MI,Data Analyst,0,160000,M
MI,Data Analyst,0,109000,M
MI,Data Scientist Lead,50,89306,L
SE,Data Engineer,100,182500,M
SE,Data Engineer,100,128500,M
MI,Data Engineer,100,160000,M
MI,Data Engineer,100,90000,M
EN,Data Manager,100,77300,M
EN,Data Manager,100,45600,M
SE,Data Analyst,100,127000,M
SE,Data Analyst,100,110000,M
SE,Data Architect,100,210000,M
SE,Data Architect,100,136000,M
SE,Cloud Data Engineer,100,12608,S
SE,Data Engineer,100,170000,M
SE,Data Engineer,100,140000,M
SE,Data Engineer,0,247500,M
SE,Data Engineer,0,172200,M
SE,Data Engineer,0,225000,M
SE,Data Engineer,0,184100,M
MI,Machine Learning Engineer,0,130000,M
MI,Machine Learning Engineer,0,90000,M
MI,Data Scientist,100,120000,M
MI,Data Scientist,100,100000,M
MI,Data Scientist,100,85000,M
MI,Data Scientist,100,78000,M
SE,Data Engineer,100,161000,M
SE,Data Engineer,100,110000,M
SE,Data Scientist,100,136000,M
SE,Data Scientist,100,104000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
EX,Head of Data,0,205000,M
EX,Head of Data,0,160000,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
EN,Data Engineer,100,61566,M
EN,Data Engineer,100,49253,M
SE,Data Engineer,0,160000,M
SE,Data Engineer,0,130000,M
SE,Data Scientist,0,245000,M
SE,Data Scientist,0,180000,M
SE,Data Engineer,0,135000,M
SE,Data Engineer,0,100000,M
SE,Data Engineer,0,220000,M
SE,Data Engineer,0,150000,M
SE,Data Scientist,0,198440,L
SE,Data Scientist,0,144000,L
SE,Data Engineer,0,240000,M
SE,Data Engineer,0,170000,M
SE,Data Scientist,0,198440,M
SE,Data Scientist,0,144000,M
MI,Data Analyst,100,150000,M
MI,Data Analyst,100,100000,M
SE,Data Analyst,0,120000,M
SE,Data Analyst,0,95000,M
MI,Data Scientist,50,57872,M
EN,Data Analyst,100,64000,L
EN,Data Scientist,50,39925,L
SE,Machine Learning Engineer,100,187200,M
SE,Machine Learning Engineer,100,116100,M
SE,Data Analyst,0,150000,M
SE,Data Analyst,0,127000,M
SE,Data Engineer,100,275000,M
SE,Data Engineer,100,166000,M
SE,Data Scientist,0,159699,M
SE,Data Scientist,0,138938,M
EN,BI Analyst,50,76000,L
SE,Data Analyst,0,166700,M
SE,Data Analyst,0,119000,M
SE,Data Analyst,0,130000,M
SE,Data Analyst,0,100000,M
SE,Analytics Engineer,0,103432,M
SE,Analytics Engineer,0,92350,M
SE,Data Analyst,0,80000,M
SE,Data Analyst,0,52500,M
SE,Data Engineer,100,236000,M
SE,Data Engineer,100,182000,M
SE,Data Scientist,100,180000,M
SE,Data Scientist,100,140000,M
SE,Data Scientist,0,225000,M
SE,Data Scientist,0,156400,M
SE,Data Analyst,100,135000,M
SE,Data Analyst,100,100000,M
SE,Machine Learning Engineer,0,204500,M
SE,Machine Learning Engineer,0,142200,M
MI,Research Engineer,100,240000,M
EN,Data Analyst,50,125404,S
SE,Data Engineer,0,300000,M
SE,Data Engineer,0,130000,M
SE,Data Engineer,100,195000,M
SE,Data Engineer,100,175000,M
SE,Data Engineer,0,155000,M
SE,Data Engineer,0,110000,M
SE,Data Operations Analyst,0,123000,M
SE,Data Operations Analyst,0,92250,M
SE,Data Engineer,0,170000,M
SE,Data Engineer,0,150000,M
MI,ML Engineer,100,180000,M
MI,ML Engineer,100,100000,M
SE,Data Engineer,100,97000,M
SE,Data Engineer,100,90000,M
SE,Data Engineer,0,200000,M
SE,Data Engineer,0,160000,M
SE,Machine Learning Engineer,100,210000,M
SE,Machine Learning Engineer,100,180000,M
SE,Data Engineer,0,260000,M
SE,Data Engineer,0,180000,M
EX,Analytics Engineer,100,210000,M
EX,Analytics Engineer,100,157000,M
EN,Data Scientist,100,180000,M
EN,Data Scientist,100,100000,M
MI,Data Analyst,0,80000,M
MI,Data Analyst,0,52500,M
SE,Data Architect,0,128000,M
SE,Data Architect,0,81500,M
SE,Data Operations Engineer,0,105000,M
SE,Data Operations Engineer,0,70000,M
SE,Data Scientist,0,175000,M
SE,Data Scientist,0,122500,M
SE,Data Engineer,0,171000,M
SE,Data Engineer,0,117000,M
SE,Data Scientist,0,202800,L
SE,Data Scientist,0,104300,L
SE,Data Analyst,0,50432,M
SE,Data Analyst,0,36773,M
SE,Data Engineer,0,197000,M
SE,Data Engineer,0,99000,M
SE,Data Engineer,0,160000,M
SE,Data Engineer,0,110000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
MI,Data Scientist,100,30000,L
MI,Analytics Engineer,100,78000,M
MI,Analytics Engineer,100,48000,M
SE,Data Engineer,0,170000,M
SE,Data Engineer,0,130000,M
SE,Data Analyst,0,150000,M
SE,Data Analyst,0,95000,M
MI,Data Engineer,100,78000,M
MI,Data Engineer,100,42000,M
SE,Data Architect,0,345600,M
SE,Data Architect,0,230400,M
SE,Data Engineer,0,145000,M
SE,Data Engineer,0,115000,M
MI,BI Analyst,100,78000,M
MI,BI Analyst,100,48000,M
SE,Data Analyst,100,175950,M
SE,Data Analyst,100,130050,M
SE,Data Engineer,0,205600,L
SE,Data Engineer,0,105700,L
SE,Data Analyst,100,236600,M
SE,Data Analyst,100,89200,M
MI,Data Scientist,100,84000,M
MI,Data Scientist,100,54000,M
EN,Data Scientist,100,80000,L
SE,Marketing Data Analyst,100,200000,S
EN,Data Scientist,100,73742,L
SE,Data Science Lead,50,165000,S
EN,Data Scientist,50,33246,L
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
EN,Power BI Developer,50,5409,L
MI,Data Engineer,50,75050,L
SE,Data Engineer,0,225000,M
SE,Data Engineer,0,184100,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Scientist,0,225000,M
SE,Data Scientist,0,156400,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
EN,Machine Learning Engineer,0,108000,S
SE,Product Data Scientist,100,8000,L
SE,Data Scientist,100,155000,M
SE,Data Scientist,100,38000,M
MI,Data Analyst,0,85000,M
MI,Data Analyst,0,65000,M
SE,Data Scientist,100,155000,M
SE,Data Scientist,100,38000,M
MI,Data Engineer,0,110820,M
MI,Data Engineer,0,92350,M
SE,Data Scientist,100,153600,M
SE,Data Scientist,100,106800,M
SE,Data Scientist,100,185000,M
SE,Data Scientist,100,50000,M
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Data Scientist,100,155000,M
SE,Data Scientist,100,38000,M
SE,Data Scientist,100,168000,M
SE,Data Scientist,100,130000,M
SE,Data Scientist,0,123400,M
SE,Data Scientist,0,88100,M
SE,Data Scientist,100,120000,S
SE,Data Scientist,100,55000,S
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Engineer,0,191200,M
SE,Data Engineer,0,130000,M
SE,Data Analyst,0,169000,M
SE,Data Analyst,0,110600,M
SE,Analytics Engineer,0,150000,M
SE,Analytics Engineer,0,120000,M
SE,Data Science Consultant,0,139000,M
SE,Data Science Consultant,0,122000,M
SE,Data Scientist,0,185900,M
SE,Data Scientist,0,129300,M
SE,Data Analyst,0,139600,M
SE,Data Analyst,0,85700,M
SE,Data Engineer,100,185000,M
SE,Data Engineer,100,50000,M
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
SE,Data Scientist,0,225000,M
SE,Data Scientist,0,156400,M
SE,Data Scientist,100,200000,M
SE,Data Scientist,100,175000,M
SE,Data Engineer,0,185900,M
SE,Data Engineer,0,129300,M
MI,ML Engineer,100,148500,L
MI,ML Engineer,100,98200,L
SE,Data Analyst,100,115000,M
SE,Data Analyst,100,95000,M
SE,Data Architect,100,225000,M
SE,Data Architect,100,66000,M
SE,Data Scientist,100,185000,M
SE,Data Scientist,100,50000,M
SE,Data Scientist,0,47280,M
SE,Data Scientist,0,37824,M
MI,Data Manager,0,134000,M
MI,Data Manager,0,98000,M
MI,Data Analyst,0,105000,M
MI,Data Analyst,0,62000,M
EN,BI Data Analyst,100,57000,L
SE,Big Data Engineer,50,161311,M
MI,Data Scientist,100,144200,M
MI,Data Scientist,100,115360,M
MI,Data Scientist,0,83171,L
SE,Principal Data Architect,100,38154,L
SE,Data Engineer,0,73546,M
SE,Data Engineer,0,42026,M
SE,Data Engineer,100,170000,M
SE,Data Engineer,100,150000,M
SE,Data Architect,100,180000,M
SE,Data Architect,100,160000,M
MI,Data Scientist,50,108000,L
SE,Machine Learning Manager,100,200000,M
SE,Machine Learning Manager,100,150000,M
EX,Data Manager,50,125976,L
SE,Data Engineer,100,188700,M
SE,Data Engineer,100,160395,M
SE,Data Analyst,100,115934,M
SE,Data Analyst,100,81666,M
SE,Data Engineer,0,300000,M
SE,Data Engineer,0,225000,M
SE,Data Scientist,100,198440,M
SE,Data Scientist,100,144000,M
SE,Applied Scientist,100,191475,M
SE,Applied Scientist,100,141525,M
SE,Data Analyst,0,50432,M
SE,Data Analyst,0,36773,M
MI,Data Scientist,100,75648,S
SE,Lead Data Scientist,100,156868,L
SE,BI Analyst,100,200000,S
SE,Data Scientist,0,198440,L
SE,Data Scientist,0,144000,L
SE,Lead Machine Learning Engineer,100,69344,L
MI,NLP Engineer,100,5132,M
SE,Data Analyst,100,90000,M
MI,Research Scientist,0,126080,S
MI,Research Scientist,0,84053,S
SE,Data Engineer,100,200000,M
SE,Data Engineer,100,180000,M
MI,Analytics Engineer,100,108000,M
MI,Analytics Engineer,100,85000,M
SE,Machine Learning Engineer,100,210000,M
SE,Machine Learning Engineer,100,180000,M
SE,Data Engineer,100,165000,M
SE,Data Engineer,100,132000,M
SE,Analytics Engineer,100,130000,M
SE,Analytics Engineer,100,110000,M
MI,BI Data Analyst,50,45050,L
EN,Data Analyst,50,42028,L
MI,Data Analytics Engineer,100,135000,L
SE,Data Engineer,100,178800,L
SE,Data Engineer,100,132100,L
EN,Data Analyst,50,20000,M
SE,Machine Learning Engineer,0,140000,M
SE,Machine Learning Engineer,0,110000,M
SE,Data Engineer,100,160000,M
SE,Data Engineer,100,85000,M
SE,ETL Developer,100,250000,M
SE,ETL Developer,100,63000,M
EX,Data Engineer,100,187200,M
EX,Data Engineer,100,116100,M
MI,Data Scientist,0,10000,M
SE,Data Engineer,100,200000,M
SE,Data Engineer,100,145000,M
SE,Data Engineer,0,229998,L
SE,Data Engineer,0,154545,L
SE,Data Scientist,0,215000,L
SE,Data Scientist,0,159000,L
SE,Data Engineer,0,229998,L
SE,Data Engineer,0,154545,L
EN,AI Scientist,100,50000,M
SE,Data Scientist Lead,100,183000,L
SE,Data Analyst,100,99750,M
SE,Data Analyst,100,68400,M
SE,Data Scientist,100,236900,L
SE,Data Scientist,100,159200,L
SE,Data Science Manager,100,243225,M
SE,Data Science Manager,100,179775,M
SE,Data Engineer,100,175000,M
SE,Data Engineer,100,150000,M
SE,Machine Learning Engineer,100,210000,M
SE,Machine Learning Engineer,100,180000,M
SE,Data Scientist,100,148000,M
SE,Data Scientist,100,128000,M
SE,Data Architect,100,190000,M
SE,Data Architect,100,135000,M
SE,Analytics Engineer,100,130000,M
SE,Analytics Engineer,100,110000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Engineer,100,160000,M
SE,Data Engineer,100,85000,M
SE,Data Scientist,0,218000,M
SE,Data Scientist,0,145300,M
SE,ML Engineer,100,195400,L
SE,ML Engineer,100,131300,L
EN,Data Specialist,100,105000,L
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,207000,M
SE,Data Scientist,100,153000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Analyst,0,110000,M
SE,Data Analyst,0,99000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Machine Learning Engineer,100,200000,M
SE,Machine Learning Engineer,100,135000,M
SE,Data Scientist,100,207000,M
SE,Data Scientist,100,153000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Engineer,0,195700,M
SE,Data Engineer,0,130500,M
SE,ML Engineer,100,130000,M
SE,ML Engineer,100,84000,M
MI,Data Operations Engineer,100,100000,M
MI,Data Operations Engineer,100,60000,M
MI,Data Engineer,100,80036,M
MI,Data Engineer,100,67723,M
SE,Data Engineer,0,141300,M
SE,Data Engineer,0,102100,M
SE,Data Analyst,0,50432,M
SE,Data Analyst,0,36773,M
MI,Business Data Analyst,100,150000,L
MI,Data Scientist,100,102200,M
EN,Data Scientist,50,22892,M
SE,Data Analyst,100,144000,M
SE,Data Analyst,100,113000,M
EN,AI Scientist,100,31520,M
SE,Data Architect,100,195400,L
SE,Data Architect,100,131300,L
SE,Machine Learning Engineer,100,195400,L
SE,Machine Learning Engineer,100,131300,L
SE,Data Architect,100,195400,L
SE,Data Architect,100,131300,L
SE,Data Architect,100,190000,M
SE,Data Architect,100,135000,M
SE,Data Engineer,100,135000,M
SE,Data Engineer,100,80000,M
EN,BI Data Analyst,100,8050,M
SE,Data Engineer,100,160000,M
SE,Data Engineer,100,85000,M
SE,Data Engineer,100,178800,L
SE,Data Engineer,100,132100,L
MI,NLP Engineer,100,60000,S
SE,Machine Learning Engineer,50,63040,S
EN,Business Data Analyst,100,50000,L
SE,Data Engineer,100,140000,M
SE,Data Engineer,100,105000,M
MI,Data Engineer,100,80036,M
MI,Data Engineer,100,67723,M
SE,Analytics Engineer,100,190000,M
SE,Analytics Engineer,100,140000,M
MI,Data Operations Engineer,100,100000,M
MI,Data Operations Engineer,100,60000,M
SE,Data Scientist,100,180000,L
SE,Data Scientist,100,165000,L
SE,Applied Machine Learning Scientist,0,108000,L
EN,Machine Learning Research Engineer,50,20000,M
SE,Data Architect,100,190000,M
SE,Data Architect,100,135000,M
SE,Data Scientist,0,179400,M
SE,Data Scientist,0,154000,M
SE,Machine Learning Scientist,0,193900,M
SE,Machine Learning Scientist,0,129300,M
EX,Data Science Manager,0,222640,M
EX,Data Science Manager,0,182160,M
MI,Data Engineer,0,150000,M
MI,Data Engineer,0,100000,M
SE,Analytics Engineer,100,122500,M
SE,Analytics Engineer,100,100000,M
EX,Data Engineer,100,297500,M
EX,Data Engineer,100,260000,M
EN,Machine Learning Developer,100,15000,L
SE,Data Engineer,100,193000,M
EN,Data Scientist,0,93000,M
EN,Data Scientist,0,73000,M
MI,Data Operations Engineer,100,100000,M
MI,Data Operations Engineer,100,60000,M
EN,Data Analyst,100,7799,L
SE,Data Scientist,100,136994,M
SE,Data Scientist,100,101570,M
SE,ETL Developer,100,250000,M
SE,ETL Developer,100,63000,M
MI,Data Manager,0,134000,M
MI,Data Manager,0,98000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Director of Data Science,50,57786,L
MI,Data Analyst,100,136000,M
MI,Data Analyst,100,112000,M
SE,Data Scientist,100,172000,M
SE,Data Scientist,100,140000,M
SE,Data Engineer,0,215000,M
SE,Data Engineer,0,164000,M
SE,Data Engineer,0,300000,M
SE,Data Engineer,0,130000,M
SE,Data Engineer,100,250000,M
SE,Data Engineer,100,63000,M
SE,Data Engineer,100,180000,M
SE,Data Engineer,100,150000,M
EN,Data Engineer,50,45390,L
SE,Data Engineer,100,250000,M
SE,Data Engineer,100,63000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
MI,Data Analyst,100,97500,L
SE,Applied Scientist,100,212800,M
SE,Applied Scientist,100,142800,M
MI,Data Scientist,50,73546,L
EN,Data Scientist,50,50000,M
EN,Data Analyst,100,6359,L
SE,Data Scientist,0,151800,M
SE,Data Scientist,0,130240,M
SE,Analytics Engineer,100,165000,M
SE,Analytics Engineer,100,140250,M
SE,Data Engineer,0,135000,M
SE,Data Engineer,0,115000,M
SE,Data Scientist,100,179400,M
SE,Data Scientist,100,154000,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
MI,Financial Data Analyst,0,75000,M
MI,Data Engineer,100,84053,M
MI,Data Engineer,100,73546,M
MI,Data Engineer,100,98506,M
MI,Data Engineer,100,86193,M
MI,Data Engineer,100,84053,M
MI,Data Engineer,100,73546,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Analytics Engineer,100,102663,M
SE,Analytics Engineer,100,80041,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Engineer,100,104611,M
SE,Data Engineer,100,82280,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,0,191475,M
SE,Data Scientist,0,141525,M
SE,Data Analyst,0,115000,L
EN,Data Scientist,50,31520,M
SE,Data Operations Analyst,100,81000,M
SE,Data Operations Analyst,100,66000,M
EN,Data Analyst,100,46000,L
EN,Data Engineer,100,80000,L
EX,Machine Learning Scientist,100,200000,S
EX,Machine Learning Scientist,100,180000,S
EX,AI Scientist,100,200000,S
SE,Data Scientist,0,204100,M
SE,Data Scientist,0,136100,M
SE,Analytics Engineer,0,250000,M
SE,Analytics Engineer,0,63000,M
MI,Data Scientist,0,118208,M
MI,Data Scientist,0,110820,M
EN,Computer Vision Software Engineer,50,19073,L
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Scientist,100,191475,M
SE,Data Scientist,100,141525,M
SE,Data Specialist,100,95000,M
SE,Data Specialist,100,70000,M
MI,Applied Machine Learning Scientist,100,75000,M
MI,Analytics Engineer,50,7500,M
MI,Data Analyst,0,113000,L
SE,Data Scientist,100,170000,M
SE,Data Scientist,100,130000,M
MI,Data Analytics Consultant,100,113000,L
MI,Product Data Analyst,100,140000,M
SE,Data Analyst,100,50000,S
MI,BI Data Analyst,100,53368,M
SE,Data Scientist,0,175000,M
SE,Data Scientist,0,140000,M
SE,Lead Data Scientist,50,29944,S
SE,Analytics Engineer,0,250000,M
SE,Analytics Engineer,0,63000,M
SE,Data Scientist,0,160000,L
SE,Data Scientist,0,119300,L
MI,Research Scientist,50,145000,L
SE,Data Engineer,0,105000,M
SE,Data Engineer,0,90000,M
SE,ETL Developer,100,146200,M
SE,ETL Developer,100,124270,M
MI,Data Scientist,0,225000,M
MI,Data Scientist,0,160000,M
MI,Data Scientist,100,54634,S
SE,Data Engineer,100,185800,M
SE,Data Engineer,100,137400,M
SE,Analytics Engineer,0,245000,M
SE,Analytics Engineer,0,180000,M
SE,Analytics Engineer,0,203500,M
SE,Analytics Engineer,0,152000,M
SE,Data Engineer,0,250000,M
SE,Data Engineer,0,63000,M
SE,Machine Learning Infrastructure Engineer,100,186000,M
SE,Machine Learning Infrastructure Engineer,100,148800,M
SE,Lead Machine Learning Engineer,50,95386,L
MI,Machine Learning Engineer,50,128058,L
EN,Data Scientist,0,82000,L
EN,Data Scientist,100,110000,M
MI,Applied Machine Learning Scientist,50,173000,M
SE,Data Scientist,0,203500,M
SE,Data Scientist,0,152000,M
SE,Machine Learning Engineer,100,186000,M
SE,Machine Learning Engineer,100,148800,M
EN,BI Data Analyst,100,6270,L
MI,Data Science Manager,100,158000,M
MI,Data Science Manager,100,134000,M
SE,Data Scientist,100,170000,M
SE,Data Scientist,100,120000,M
EX,Analytics Engineer,100,200000,M
EX,Analytics Engineer,100,150000,M
SE,Data Analyst,0,216200,M
SE,Data Analyst,0,144100,M
MI,Data Scientist,0,115573,M
MI,Data Scientist,0,89306,M
SE,ETL Developer,0,250000,M
SE,ETL Developer,0,63000,M
SE,Data Engineer,100,135000,M
SE,Data Engineer,100,85000,M
SE,Machine Learning Engineer,100,135000,M
SE,Machine Learning Engineer,100,85000,M
SE,Data Science Manager,100,206000,M
SE,Data Science Manager,100,175100,M
SE,Machine Learning Engineer,0,189650,M
SE,Machine Learning Engineer,0,164996,M
SE,Data Architect,100,149040,M
SE,Data Architect,100,113900,M
SE,Data Engineer,100,154000,M
SE,Data Engineer,100,126000,M
SE,Machine Learning Engineer,100,200000,L
SE,Machine Learning Engineer,100,150000,L
SE,Data Engineer,0,195700,M
SE,Data Engineer,0,130500,M
SE,Analytics Engineer,100,170000,M
SE,Analytics Engineer,100,135000,M
MI,Data Engineer,0,98506,M
MI,Data Engineer,0,73880,M
SE,Data Analyst,100,117000,M
SE,Data Analyst,100,99450,M
SE,Data Engineer,100,200000,M
SE,Data Engineer,100,135000,M
SE,Machine Learning Engineer,0,193900,M
SE,Machine Learning Engineer,0,129300,M
EN,Machine Learning Engineer,100,55410,S
SE,Data Analyst,0,86193,M
SE,Data Analyst,0,61566,M
SE,Data Analyst,100,175000,M
SE,Data Analyst,100,130000,M
SE,Data Engineer,0,188100,M
SE,Data Engineer,0,139860,M
SE,Machine Learning Engineer,0,248700,M
SE,Machine Learning Engineer,0,167100,M
MI,Data Analyst,100,5723,S
SE,Data Scientist,0,123400,M
SE,Data Scientist,0,88100,M
MI,BI Data Analyst,100,50432,S
SE,Data Scientist,0,245000,M
SE,Data Scientist,0,205000,M
SE,Data Engineer,0,141300,M
SE,Data Engineer,0,102100,M
SE,Data Architect,0,141300,M
SE,Data Architect,0,102100,M
EN,Data Analyst,100,50000,L
EN,Data Scientist,100,84053,L
MI,Lead Data Scientist,50,61566,S
SE,Data Architect,0,250000,M
SE,Data Architect,0,63000,M
SE,Data Science Manager,100,189500,L
SE,Data Science Manager,100,140100,L
SE,Data Engineer,100,177600,L
SE,Data Engineer,100,131300,L
MI,Data Engineer,0,24000,M
MI,Data Engineer,0,24000,M
SE,Data Engineer,0,250000,M
SE,Data Engineer,0,63000,M
SE,Machine Learning Engineer,100,202900,L
SE,Machine Learning Engineer,100,131300,L
SE,Data Engineer,100,145000,M
SE,Data Engineer,100,115000,M
EN,Machine Learning Engineer,50,115000,L
MI,Machine Learning Engineer,0,193900,M
MI,Machine Learning Engineer,0,129300,M
SE,Data Scientist,100,180000,L
SE,Data Scientist,100,140000,L
MI,Data Analyst,0,216200,M
MI,Data Analyst,0,144100,M
SE,Machine Learning Scientist,0,216000,M
SE,Machine Learning Scientist,0,144000,M
EN,Data Analyst,100,150000,L
EN,Machine Learning Research Engineer,100,12171,M
MI,Data Scientist,100,53416,L
EN,Applied Data Scientist,50,50000,M
SE,Cloud Data Architect,50,250000,L
EX,Research Scientist,0,84053,L
MI,Data Scientist,100,131752,M
SE,Analytics Engineer,100,48000,S
EX,Data Science Manager,0,260500,M
EX,Data Science Manager,0,175100,M
SE,Data Engineer,100,210000,M
SE,Data Engineer,100,100000,M
EN,Data Analyst,100,55000,S
MI,Data Analyst,100,130000,M
SE,Applied Machine Learning Scientist,100,77119,L
EN,Data Scientist,50,52008,S
MI,Applied Machine Learning Scientist,100,30523,S
SE,Data Engineer,0,206699,M
SE,Data Engineer,0,99100,M
MI,Analytics Engineer,0,200000,M
MI,Analytics Engineer,0,54000,M
SE,Data Engineer,0,250000,M
SE,Data Engineer,0,63000,M
SE,Data Architect,0,250000,M
SE,Data Architect,0,63000,M
SE,Data Engineer,0,250000,M
SE,Data Engineer,0,63000,M
EN,Analytics Engineer,50,130000,L
SE,Data Engineer,0,100000,L
SE,Data Engineer,0,80000,L
SE,Data Scientist,0,160000,L
SE,Data Scientist,0,100000,L
SE,Data Specialist,100,221300,L
SE,Data Specialist,100,148700,L
EN,Machine Learning Engineer,100,30000,L
EN,Data Analyst,50,28368,M
MI,Data Engineer,0,91118,M
MI,Data Engineer,0,61566,M
MI,Data Scientist,100,60938,S
SE,Data Science Manager,0,249260,M
SE,Data Science Manager,0,185400,M
SE,Data Engineer,100,170000,M
SE,Data Engineer,100,130000,M
MI,Data Scientist,50,80036,M
SE,Data Analyst,100,128875,M
SE,Data Analyst,100,93700,M
SE,Machine Learning Engineer,100,180000,M
SE,Machine Learning Engineer,100,100000,M
SE,Data Analyst,100,136260,M
SE,Data Analyst,100,109280,M
SE,Data Scientist,100,160000,L
SE,Data Scientist,100,92000,L
SE,Data Engineer,100,200000,M
SE,Data Engineer,100,160000,M
MI,Data Engineer,0,135446,M
MI,Data Engineer,0,104663,M
SE,Data Analyst,100,117000,M
SE,Data Analyst,100,99450,M
EN,Data Engineer,100,129000,L
EN,Data Engineer,100,86000,L
EN,Data Engineer,100,13493,L
EN,Data Engineer,100,13493,L
SE,Data Scientist,0,160000,L
SE,Data Scientist,0,119300,L
SE,Business Data Analyst,100,100000,L
MI,Data Scientist,50,25000,M
MI,Data Analyst,50,65257,M
MI,AI Scientist,100,200000,M
EN,Machine Learning Developer,100,180000,L
MI,Data Scientist,100,153000,L
SE,Data Engineer,100,210000,M
SE,Data Engineer,100,100000,M
SE,Data Analyst,100,150075,M
SE,Data Analyst,100,110925,M
MI,Machine Learning Scientist,100,22800,M
SE,Data Scientist,100,160000,L
SE,Data Scientist,100,92000,L
SE,Machine Learning Engineer,100,202900,L
SE,Machine Learning Engineer,100,131300,L
EN,Data Analyst,100,22809,M
EN,Data Analyst,0,15000,L
SE,Data Engineer,100,175000,M
SE,Data Engineer,100,135000,M
SE,Data Science Manager,100,133766,L
EN,Machine Learning Engineer,0,83000,L
MI,Data Engineer,100,92350,M
MI,Data Engineer,100,67723,M
SE,Data Scientist,0,186000,M
SE,Data Scientist,0,148800,M
SE,Data Analyst,0,112900,M
SE,Data Analyst,0,90320,M
SE,ML Engineer,0,240000,M
SE,ML Engineer,0,160000,M
SE,Data Science Manager,100,300000,M
SE,Data Science Manager,100,200000,M
MI,Data Engineer,50,65666,S
MI,AI Scientist,100,200000,L
MI,Machine Learning Engineer,0,116976,M
MI,Machine Learning Engineer,0,92350,M
MI,AI Scientist,0,120000,M
SE,Data Analyst,100,112900,M
SE,Data Analyst,100,90320,M
SE,Data Analytics Manager,100,145000,M
